Student_ID,Education,Location,Salary,Risk_Status
1740,Degree,Urban,2886,High Risk
1741,Diploma,Urban,3735,Stable
1742,Degree,Urban,3804,High Risk
1743,Diploma,Urban,3502,Stable
1744,Diploma,Urban,3788,Stable
1745,Diploma,Urban,2700,High Risk
1746,Diploma,Urban,4663,High Risk
1747,Diploma,Urban,3722,Stable
1748,Diploma,Urban,3249,High Risk
1749,Diploma,Rural,1960,High Risk
1750,Diploma,Rural,2692,High Risk
1751,Degree,Urban,6666,Stable
1752,Degree,Urban,4552,Stable
1753,Degree,Urban,5076,Stable
1754,Degree,Urban,8337,Stable
1755,Degree,Urban,5986,Stable
1756,Degree,Urban,6953,Stable
1757,Diploma,Urban,2763,High Risk
1758,Diploma,Urban,4162,Stable
1759,Diploma,Urban,2264,High Risk
1760,Diploma,Urban,2778,High Risk
1761,Degree,Rural,5217,High Risk
1762,Degree,Urban,5087,Stable
1763,Diploma,Rural,2223,High Risk
1764,Degree,Rural,3089,Stable
1765,Degree,Urban,4744,Stable
1766,Degree,Urban,5885,Stable
1767,Diploma,Urban,1676,Stable
1768,Diploma,Rural,2038,Stable
1769,Diploma,Urban,4485,High Risk
1770,Diploma,Urban,3781,Stable
1771,Diploma,Urban,4274,Stable
1772,Degree,Urban,6503,Stable
1773,Diploma,Urban,4026,Stable
1774,Degree,Urban,5446,Stable
1775,Degree,Rural,3062,Stable
1776,Diploma,Urban,4481,Stable
1777,Degree,Rural,7464,Stable
1778,Diploma,Urban,3169,Stable
1779,Degree,Urban,5964,Stable
1780,Diploma,Rural,1986,Stable
1781,Diploma,Urban,3719,Stable
1782,Diploma,Urban,3475,High Risk
1783,Degree,Urban,5445,Stable
1784,Diploma,Rural,2098,High Risk
1785,Degree,Rural,4482,Stable
1786,Diploma,Urban,3713,Stable
1787,Degree,Urban,7289,Stable
1788,Degree,Urban,3198,High Risk
1789,Degree,Urban,7009,High Risk
1790,Diploma,Rural,3653,Stable
1791,Diploma,Rural,2607,High Risk
1792,Degree,Urban,3790,High Risk
1793,Diploma,Rural,1887,High Risk
1794,Degree,Rural,2572,Stable
1795,Diploma,Urban,3218,High Risk
1796,Diploma,Urban,3224,High Risk
1797,Diploma,Rural,2825,High Risk
1798,Diploma,Rural,2483,High Risk
1799,Degree,Urban,6055,Stable
1800,Diploma,Urban,3100,High Risk
1801,Diploma,Urban,3755,Stable
1802,Diploma,Urban,2648,Stable
1803,Diploma,Rural,3587,Stable
1804,Diploma,Rural,2849,High Risk
1805,Degree,Urban,4574,High Risk
1806,Degree,Rural,5431,Stable
1807,Degree,Urban,6642,Stable
1808,Degree,Rural,6065,Stable
1809,Degree,Rural,5351,Stable
1810,Degree,Urban,3484,Stable
1811,Diploma,Rural,2271,High Risk
1812,Diploma,Urban,3084,Stable
1813,Diploma,Urban,5402,Stable
1814,Degree,Rural,4126,Stable
1815,Diploma,Urban,3745,Stable
1816,Diploma,Urban,5041,High Risk
1817,Degree,Urban,6057,Stable
1818,Degree,Urban,6134,Stable
1819,Diploma,Urban,2406,High Risk
1820,Diploma,Rural,2851,High Risk
1821,Degree,Rural,6201,Stable
1822,Diploma,Urban,4099,Stable
1823,Diploma,Urban,2796,High Risk
1824,Degree,Urban,7197,Stable
1825,Degree,Urban,7012,High Risk
1826,Diploma,Urban,2359,High Risk
1827,Diploma,Urban,3037,High Risk
1828,Degree,Rural,5143,Stable
1829,Degree,Urban,5465,Stable
1830,Diploma,Urban,5565,Stable
1831,Diploma,Urban,3023,High Risk
1832,Diploma,Urban,3669,Stable
1833,Degree,Urban,5917,Stable
1834,Diploma,Urban,3170,High Risk
1835,Diploma,Urban,3412,Stable
1836,Degree,Urban,5035,Stable
1837,Diploma,Rural,1500,High Risk
1838,Diploma,Rural,2533,High Risk
1839,Degree,Urban,9021,High Risk
1840,Diploma,Urban,2780,High Risk
1841,Diploma,Rural,2430,Stable
1842,Degree,Urban,5420,Stable
1843,Degree,Urban,6064,Stable
1844,Degree,Urban,4815,Stable
1845,Degree,Urban,4227,High Risk
1846,Degree,Urban,5546,Stable
1847,Degree,Urban,5530,Stable
1848,Degree,Rural,2723,High Risk
1849,Degree,Rural,2679,High Risk
1850,Diploma,Rural,2172,High Risk
1851,Degree,Urban,5758,Stable
1852,Diploma,Urban,3790,Stable
1853,Diploma,Rural,2335,High Risk
1854,Degree,Urban,5770,Stable
1855,Diploma,Rural,4459,High Risk
1856,Degree,Urban,7045,High Risk
1857,Diploma,Rural,3621,Stable
1858,Diploma,Urban,3918,Stable
1859,Diploma,Rural,3469,Stable
1860,Diploma,Urban,2985,High Risk
1861,Diploma,Rural,1941,High Risk
1862,Degree,Rural,4282,High Risk
1863,Diploma,Urban,3861,Stable
1864,Degree,Urban,4835,Stable
1865,Degree,Urban,6652,Stable
1866,Diploma,Rural,2692,High Risk
1867,Diploma,Urban,2673,High Risk
1868,Degree,Rural,3831,Stable
1869,Degree,Urban,5891,High Risk
1870,Degree,Urban,3970,Stable
1871,Degree,Urban,5223,Stable
1872,Degree,Urban,6635,High Risk
1873,Degree,Rural,3857,Stable
1874,Degree,Urban,7591,Stable
1875,Degree,Urban,6794,Stable
1876,Diploma,Urban,3903,Stable
1877,Degree,Urban,5874,Stable
1878,Diploma,Rural,2314,High Risk
1879,Degree,Urban,5862,Stable
1880,Diploma,Urban,4115,High Risk
1881,Diploma,Urban,3143,Stable
1882,Degree,Urban,5478,Stable
1883,Diploma,Rural,2885,High Risk
1884,Diploma,Urban,4217,High Risk
1885,Degree,Urban,4061,High Risk
1886,Diploma,Urban,3534,Stable
1887,Degree,Urban,4930,Stable
1888,Diploma,Rural,2514,High Risk
1889,Diploma,Urban,4975,High Risk
1890,Diploma,Urban,2776,High Risk
1891,Diploma,Rural,3678,Stable
1892,Degree,Urban,5177,Stable
1893,Diploma,Urban,3204,High Risk
1894,Diploma,Urban,3129,High Risk
1895,Diploma,Urban,2769,High Risk
1896,Diploma,Urban,3175,Stable
1897,Diploma,Urban,3223,High Risk
1898,Diploma,Urban,3112,Stable
1899,Degree,Urban,4673,High Risk
1900,Degree,Urban,6929,Stable
1901,Degree,Urban,5703,Stable
1902,Degree,Urban,5304,Stable
1903,Diploma,Urban,2736,Stable
1904,Degree,Urban,4654,High Risk
1905,Diploma,Rural,2219,High Risk
1906,Diploma,Rural,2568,High Risk
1907,Diploma,Rural,2738,High Risk
1908,Degree,Rural,4271,Stable
1909,Degree,Urban,5416,Stable
1910,Diploma,Urban,4183,Stable
1911,Degree,Urban,4124,Stable
1912,Diploma,Rural,3576,Stable
1913,Diploma,Urban,4555,Stable
1914,Degree,Urban,6175,Stable
1915,Degree,Urban,4893,Stable
1916,Diploma,Urban,3528,Stable
1917,Degree,Urban,5294,Stable
1918,Degree,Rural,4807,Stable
1919,Degree,Urban,4798,Stable
1920,Diploma,Urban,3583,Stable
1921,Diploma,Urban,3280,High Risk
1922,Diploma,Rural,3903,Stable
1923,Degree,Urban,4981,Stable
1924,Degree,Urban,6192,Stable
1925,Degree,Urban,8117,Stable
1926,Degree,Urban,3907,Stable
1927,Degree,Urban,5485,High Risk
1928,Diploma,Urban,3680,Stable
1929,Degree,Urban,7186,Stable
1930,Degree,Urban,6437,Stable
1931,Degree,Rural,5084,Stable
1932,Degree,Rural,3635,Stable
1933,Diploma,Urban,3043,High Risk
1934,Diploma,Urban,3035,High Risk
1935,Diploma,Urban,2133,High Risk
1936,Diploma,Urban,4078,Stable
1937,Degree,Urban,6070,Stable
1938,Diploma,Rural,2255,High Risk
1939,Degree,Rural,4258,Stable
1940,Degree,Urban,6804,Stable
1941,Degree,Urban,5936,Stable
1942,Diploma,Rural,3179,Stable
1943,Degree,Urban,5658,High Risk
1944,Degree,Rural,6223,Stable
1945,Degree,Urban,5577,Stable
1946,Diploma,Urban,2763,High Risk
1947,Degree,Rural,5575,Stable
1948,Diploma,Rural,3200,High Risk
1949,Diploma,Rural,3133,Stable
1950,Degree,Urban,7046,High Risk
1951,Degree,Rural,5751,Stable
1952,Degree,Urban,6330,Stable
1953,Diploma,Urban,4750,Stable
1954,Degree,Urban,4120,High Risk
1955,Diploma,Rural,3972,Stable
1956,Diploma,Urban,2783,High Risk
1957,Degree,Rural,6254,Stable
1958,Degree,Urban,6816,Stable
1959,Degree,Rural,4061,Stable
1960,Diploma,Rural,3910,Stable
1961,Degree,Urban,6560,Stable
1962,Diploma,Urban,3376,High Risk
1963,Diploma,Urban,3972,Stable
1964,Degree,Urban,3984,Stable
1965,Diploma,Urban,4951,Stable
1966,Degree,Urban,4629,Stable
1967,Degree,Urban,5551,Stable
1968,Degree,Rural,3645,Stable
1969,Degree,Rural,3655,Stable
1970,Diploma,Urban,4416,Stable
1971,Diploma,Urban,4503,Stable
1972,Degree,Urban,5950,High Risk
1973,Diploma,Urban,2701,High Risk
1974,Diploma,Urban,3850,Stable
1975,Degree,Urban,6872,High Risk
1976,Diploma,Rural,2599,High Risk
1977,Degree,Urban,4885,Stable
1978,Diploma,Urban,3684,High Risk
1979,Degree,Urban,4498,Stable
1980,Diploma,Urban,4285,Stable
1981,Diploma,Urban,2904,High Risk
1982,Diploma,Urban,3673,Stable
1983,Diploma,Urban,3903,Stable
1984,Diploma,Urban,3236,High Risk
1985,Diploma,Urban,3907,Stable
1986,Diploma,Urban,1691,High Risk
1987,Degree,Urban,7657,Stable
1988,Diploma,Rural,3587,Stable
1989,Degree,Urban,4326,Stable
1990,Degree,Urban,4969,High Risk
1991,Degree,Urban,6074,Stable
1992,Diploma,Urban,5137,Stable
1993,Diploma,Rural,2354,High Risk
1994,Diploma,Urban,3249,Stable
1995,Degree,Urban,6916,Stable
1996,Degree,Urban,7572,Stable
1997,Diploma,Urban,2806,High Risk
1998,Degree,Urban,5842,High Risk
1999,Diploma,Urban,3085,High Risk
2000,Degree,Urban,6539,Stable
